"9.25";"19.65";"2"
"9.95";"19.8";"2"
"10.7";"20.35";"2"
"11.3";"20.7";"2"
"12.35";"21.6";"2"
"13.1";"21.3";"2"
"12.85";"20.75";"2"
"12.0";"20.0";"2"
"11.0";"19.85";"2"
"10.35";"19.0";"2"
"9.9";"18.65";"2"
"10.6";"18.15";"2"
"11.4";"18.3";"2"
"11.4";"19.25";"2"
"12.35";"18.8";"2"
"12.8";"19.75";"2"
"12.15";"18.1";"2"
"11.05";"17.5";"2"
"11.95";"17.25";"2"
"12.25";"17.5";"2"
"13.05";"17.4";"2"
"13.75";"18.15";"2"
"13.5";"18.65";"2"
"13.65";"19.25";"2"
"14.0";"19.9";"2"
"15.2";"18.2";"2"
"15.5";"17.15";"2"
"13.9";"17.1";"2"
"13.75";"16.6";"2"
"12.15";"16.4";"2"
"7.8";"13.7";"5"
"8.85";"13.35";"5"
"9.0";"12.7";"5"
"9.7";"12.1";"5"
"8.05";"12.9";"5"
"7.7";"13.25";"5"
"6.8";"13.2";"5"
"6.6";"13.45";"5"
"6.2";"12.55";"5"
"5.4";"12.85";"5"
"5.7";"12.25";"5"
"5.2";"11.9";"5"
"5.15";"11.35";"5"
"5.85";"11.2";"5"
"6.1";"11.75";"5"
"7.0";"12.35";"5"
"7.05";"12.45";"5"
"7.9";"12.5";"5"
"8.55";"12.1";"5"
"7.85";"11.85";"5"
"7.1";"11.95";"5"
"6.9";"11.5";"5"
"6.85";"10.9";"5"
"6.4";"10.7";"5"
"5.9";"10.3";"5"
"6.4";"10.25";"5"
"7.05";"10.05";"5"
"7.35";"10.5";"5"
"7.65";"11.1";"5"
"8.1";"11.2";"5"
"8.8";"11.4";"5"
"8.3";"10.55";"5"
"9.0";"10.9";"5"
"9.35";"10.5";"5"
"10.15";"11.0";"5"
"10.4";"10.55";"5"
"10.9";"10.0";"5"
"11.55";"10.2";"5"
"11.75";"10.85";"5"
"10.1";"8.65";"5"
"11.05";"9.1";"5"
"11.85";"9.8";"5"
"12.85";"10.65";"5"
"12.9";"11.7";"5"
"13.6";"11.1";"5"
"14.05";"11.75";"5"
"14.5";"11.8";"5"
"14.3";"12.45";"5"
"17.0";"12.9";"3"
"15.8";"12.6";"3"
"15.85";"12.0";"3"
"16.7";"12.2";"3"
"16.25";"11.7";"3"
"15.55";"11.15";"3"
"14.8";"11.35";"3"
"14.45";"10.75";"3"
"13.75";"10.45";"5"
"12.8";"10.1";"5"
"13.15";"9.8";"5"
"12.45";"9.3";"5"
"11.8";"8.95";"5"
"11.1";"8.45";"5"
"10.35";"7.7";"5"
"10.1";"6.75";"5"
"11.3";"7.95";"5"
"12.35";"8.45";"5"
"13.1";"8.95";"5"
"13.2";"9.35";"5"
"14.1";"10.05";"3"
"11.5";"7.5";"5"
"11.35";"6.9";"5"
"11.95";"6.75";"5"
"12.4";"7.1";"5"
"12.25";"7.6";"5"
"12.95";"7.6";"3"
"13.45";"7.95";"3"
"13.35";"8.25";"3"
"13.75";"9.0";"3"
"14.3";"9.3";"3"
"14.85";"9.55";"3"
"15.1";"10.25";"3"
"15.45";"10.55";"3"
"16.35";"10.85";"3"
"16.75";"11.5";"3"
"16.25";"10.2";"3"
"15.4";"10.1";"3"
"15.45";"9.7";"3"
"15.15";"9.3";"3"
"15.25";"8.65";"3"
"15.55";"8.2";"3"
"14.25";"8.7";"3"
"14.25";"8.25";"3"
"15.05";"7.8";"3"
"14.3";"7.5";"3"
"13.55";"7.45";"3"
"14.3";"6.95";"3"
"13.95";"6.7";"3"
"13.05";"6.95";"3"
"13.05";"6.2";"3"
"11.55";"6.3";"5"
"10.8";"5.85";"5"
"10.6";"5.05";"5"
"11.35";"5.55";"5"
"12.15";"5.4";"5"
"12.4";"5.8";"5"
"12.8";"5.7";"5"
"13.65";"5.9";"3"
"13.9";"5.3";"3"
"13.1";"5.1";"5"
"12.55";"4.9";"5"
"11.5";"4.75";"5"
"11.35";"4.05";"5"
"12.4";"4.35";"5"
"11.75";"3.45";"5"
"12.65";"3.7";"5"
"13.4";"4.35";"5"
"13.9";"4.95";"3"
"12.75";"3.0";"5"
"13.55";"3.15";"5"
"13.7";"3.65";"5"
"14.1";"4.1";"3"
"14.65";"5.05";"3"
"14.35";"5.75";"3"
"14.5";"6.55";"3"
"15.15";"7.1";"3"
"13.6";"2.55";"5"
"14.45";"2.4";"3"
"14.6";"3.05";"3"
"15.0";"3.4";"3"
"15.25";"3.5";"3"
"14.7";"4.1";"3"
"14.7";"4.5";"3"
"15.25";"2.7";"3"
"15.65";"2.05";"3"
"15.95";"2.8";"3"
"16.1";"3.55";"3"
"15.9";"4.0";"3"
"15.6";"4.75";"3"
"15.55";"5.05";"3"
"15.35";"5.5";"3"
"15.15";"5.95";"3"
"15.5";"6.75";"3"
"15.7";"6.35";"3"
"16.2";"5.9";"3"
"16.35";"5.35";"3"
"16.2";"4.55";"3"
"16.55";"4.2";"3"
"16.95";"4.75";"3"
"17.05";"5.1";"3"
"17.3";"4.8";"3"
"17.3";"4.15";"3"
"17.6";"4.3";"3"
"17.05";"3.7";"3"
"17.25";"3.05";"3"
"16.65";"2.8";"3"
"16.55";"2.15";"3"
"17.2";"2.05";"3"
"18.15";"1.95";"3"
"18.05";"2.45";"3"
"18.15";"3.05";"3"
"18.6";"3.45";"3"
"18.4";"3.6";"3"
"18.85";"3.2";"3"
"19.1";"2.65";"3"
"19.45";"2.65";"3"
"19.0";"2.1";"3"
"19.9";"2.05";"3"
"20.45";"2.8";"3"
"19.8";"3.25";"3"
"19.45";"3.9";"3"
"18.65";"4.2";"3"
"18.4";"4.6";"3"
"18.65";"4.75";"3"
"18.75";"5.15";"3"
"19.1";"4.55";"3"
"17.9";"5.4";"3"
"17.65";"5.7";"3"
"17.05";"6.05";"3"
"17.4";"6.5";"3"
"16.6";"6.85";"3"
"15.7";"7.15";"3"
"15.75";"7.75";"3"
"16.6";"7.95";"3"
"20.4";"3.4";"3"
"20.7";"3.45";"3"
"21.15";"2.85";"3"
"21.75";"2.65";"6"
"22.0";"3.25";"6"
"22.2";"3.5";"6"
"21.45";"3.75";"6"
"21.1";"4.05";"6"
"20.15";"4.3";"3"
"20.8";"4.7";"3"
"20.7";"5.15";"3"
"19.75";"5.05";"3"
"19.85";"5.5";"3"
"20.4";"5.65";"3"
"20.55";"5.75";"3"
"18.7";"5.75";"3"
"19.25";"5.95";"3"
"18.4";"6.0";"3"
"18.45";"6.6";"3"
"17.65";"7.05";"3"
"16.7";"7.4";"3"
"18.65";"7.3";"3"
"18.05";"7.35";"3"
"17.85";"7.75";"3"
"17.5";"8.25";"3"
"17.15";"8.6";"3"
"17.05";"9.0";"3"
"16.4";"8.7";"3"
"16.05";"8.95";"3"
"16.05";"9.6";"3"
"16.5";"9.75";"3"
"17.25";"9.6";"3"
"17.6";"9.9";"3"
"17.8";"9.3";"3"
"18.0";"8.55";"3"
"18.8";"8.1";"3"
"18.8";"8.35";"3"
"19.4";"7.6";"3"
"19.25";"6.6";"3"
"20.05";"6.95";"3"
"19.8";"7.5";"3"
"20.05";"6.35";"3"
"21.15";"5.7";"3"
"21.65";"4.85";"6"
"22.15";"4.35";"6"
"23.05";"3.35";"6"
"23.05";"3.8";"6"
"23.15";"4.4";"6"
"22.5";"4.75";"6"
"22.15";"5.2";"6"
"24.15";"4.55";"6"
"23.5";"5.05";"6"
"23.1";"5.3";"6"
"23.0";"5.75";"6"
"22.2";"5.75";"6"
"21.85";"6.2";"3"
"20.75";"6.55";"3"
"21.0";"7.15";"3"
"20.75";"7.65";"3"
"20.0";"8.2";"3"
"19.5";"8.65";"3"
"18.85";"9.05";"3"
"18.75";"9.55";"3"
"18.6";"10.0";"3"
"16.95";"10.35";"3"
"17.35";"10.85";"3"
"18.0";"10.65";"3"
"18.5";"10.55";"3"
"18.1";"11.1";"3"
"17.55";"11.3";"3"
"17.95";"11.9";"3"
"18.3";"12.0";"3"
"18.0";"12.5";"3"
"19.0";"11.65";"3"
"19.5";"11.05";"3"
"19.45";"10.55";"3"
"19.4";"9.65";"3"
"20.1";"9.4";"3"
"20.05";"9.95";"3"
"20.05";"10.2";"3"
"19.35";"12.2";"3"
"19.2";"12.25";"3"
"20.05";"11.6";"3"
"20.6";"11.15";"3"
"20.7";"10.65";"3"
"21.3";"11.65";"3"
"21.8";"11.15";"3"
"21.85";"10.7";"3"
"21.65";"10.05";"3"
"20.95";"10.2";"3"
"20.9";"9.7";"3"
"21.65";"9.45";"3"
"21.2";"9.25";"3"
"20.75";"8.75";"3"
"20.55";"8.75";"3"
"21.1";"8.0";"3"
"21.65";"8.65";"3"
"21.75";"8.2";"3"
"21.95";"7.55";"3"
"22.0";"6.75";"3"
"22.8";"6.45";"3"
"22.65";"6.65";"3"
"22.75";"7.05";"3"
"23.0";"7.35";"3"
"22.55";"7.9";"3"
"22.2";"8.7";"3"
"22.9";"8.45";"3"
"22.35";"9.2";"3"
"22.75";"9.35";"3"
"22.4";"10.05";"3"
"23.05";"10.9";"3"
"23.3";"9.85";"3"
"23.95";"9.8";"3"
"23.65";"9.1";"3"
"23.7";"8.85";"3"
"24.25";"8.25";"3"
"24.85";"7.95";"3"
"23.5";"7.85";"3"
"23.85";"7.35";"3"
"23.95";"6.9";"3"
"23.65";"6.5";"3"
"23.6";"5.7";"6"
"24.3";"5.65";"3"
"24.8";"6.4";"3"
"34.05";"3.5";"1"
"33.05";"3.85";"1"
"32.0";"3.8";"1"
"31.9";"4.4";"1"
"31.05";"4.75";"1"
"30.4";"5.65";"1"
"30.75";"6.1";"1"
"30.0";"6.7";"1"
"30.1";"7.4";"1"
"29.5";"8.15";"1"
"30.75";"8.0";"1"
"30.85";"7.35";"1"
"31.5";"6.75";"1"
"31.75";"5.95";"1"
"32.35";"6.45";"1"
"32.8";"6.0";"1"
"32.05";"5.1";"1"
"32.8";"4.8";"1"
"32.65";"4.4";"1"
"33.65";"4.6";"1"
"33.05";"5.15";"1"
"33.6";"5.45";"1"
"34.5";"5.05";"1"
"34.9";"4.65";"1"
"35.45";"4.1";"1"
"34.6";"4.05";"1"
"34.2";"4.2";"1"
"36.3";"5.2";"1"
"35.55";"5.35";"1"
"35.95";"6.05";"1"
"34.8";"5.85";"1"
"33.7";"6.15";"1"
"33.95";"6.6";"1"
"33.7";"7.05";"1"
"32.75";"7.1";"1"
"32.3";"7.65";"1"
"33.0";"7.9";"1"
"31.95";"8.15";"1"
"31.15";"8.65";"1"
"30.35";"8.85";"1"
"29.85";"9.0";"1"
"30.7";"9.15";"1"
"29.7";"9.9";"1"
"30.45";"9.95";"1"
"30.95";"9.85";"1"
"31.8";"9.45";"1"
"32.45";"8.8";"1"
"33.55";"8.6";"1"
"34.35";"7.7";"1"
"34.7";"8.0";"1"
"34.6";"7.25";"1"
"35.0";"6.8";"1"
"35.5";"7.35";"1"
"36.1";"7.5";"1"
"36.55";"7.0";"1"
"36.0";"8.2";"1"
"35.35";"8.05";"1"
"36.55";"8.65";"1"
"36.4";"9.1";"1"
"35.5";"9.1";"1"
"34.55";"8.85";"1"
"35.25";"9.4";"1"
"34.4";"9.5";"1"
"33.5";"9.3";"1"
"33.85";"9.8";"1"
"32.5";"9.65";"1"
"32.3";"10.25";"4"
"33.3";"10.3";"1"
"31.6";"10.5";"4"
"30.6";"10.5";"1"
"30.4";"11.1";"4"
"30.9";"11.45";"4"
"30.7";"11.65";"4"
"30.4";"12.05";"4"
"31.2";"12.0";"4"
"31.95";"11.35";"4"
"31.65";"11.05";"4"
"32.95";"11.15";"4"
"32.65";"11.7";"4"
"32.25";"12.25";"4"
"32.05";"12.25";"4"
"31.3";"12.7";"4"
"31.95";"12.95";"4"
"32.75";"13.1";"4"
"33.15";"13.2";"4"
"33.1";"12.75";"4"
"33.15";"12.1";"4"
"34.3";"11.75";"4"
"34.0";"10.85";"4"
"34.65";"11.0";"4"
"34.8";"10.1";"1"
"35.65";"9.85";"1"
"36.35";"10.0";"1"
"35.55";"10.75";"1"
"35.8";"11.55";"4"
"35.2";"11.75";"4"
"34.7";"11.75";"4"
"34.95";"12.75";"4"
"34.05";"12.55";"4"
"34.05";"13.05";"4"
"33.25";"13.7";"4"
"33.2";"14.15";"4"
"33.25";"14.7";"4"
"33.0";"15.15";"4"
"32.95";"15.65";"7"
"32.6";"16.15";"7"
"32.45";"16.75";"7"
"32.65";"17.05";"7"
"32.75";"17.3";"7"
"31.75";"17.2";"7"
"31.7";"17.65";"7"
"31.0";"17.5";"7"
"31.15";"17.9";"7"
"30.45";"18.05";"7"
"30.05";"18.8";"7"
"30.55";"18.8";"7"
"30.5";"19.3";"7"
"30.25";"19.4";"7"
"29.6";"19.85";"7"
"29.15";"20.55";"7"
"30.25";"20.45";"7"
"30.7";"20.05";"7"
"31.0";"19.9";"7"
"31.55";"19.65";"7"
"31.5";"18.55";"7"
"32.05";"18.6";"7"
"31.95";"19.1";"7"
"32.6";"18.35";"7"
"32.85";"17.95";"7"
"33.45";"17.45";"7"
"33.7";"17.0";"7"
"34.25";"17.35";"7"
"34.3";"18.05";"7"
"33.85";"18.4";"7"
"33.05";"18.85";"7"
"33.25";"18.95";"7"
"32.8";"19.15";"7"
"32.3";"19.85";"7"
"32.8";"20.0";"7"
"31.75";"20.25";"7"
"31.75";"20.75";"7"
"32.1";"21.15";"7"
"31.55";"21.6";"7"
"30.65";"21.3";"7"
"29.95";"21.6";"7"
"29.5";"21.6";"7"
"30.35";"22.05";"7"
"31.05";"22.0";"7"
"31.55";"22.2";"7"
"30.95";"22.65";"7"
"30.3";"23.1";"7"
"29.6";"23.15";"7"
"29.35";"22.55";"7"
"29.2";"23.85";"7"
"30.75";"24.0";"7"
"30.95";"24.15";"7"
"31.45";"23.7";"7"
"31.95";"23.15";"7"
"32.55";"22.05";"7"
"32.6";"22.55";"7"
"33.25";"22.25";"7"
"33.65";"21.9";"7"
"33.5";"21.3";"7"
"33.1";"20.75";"7"
"33.8";"20.4";"7"
"33.85";"20.0";"7"
"34.15";"19.3";"7"
"34.85";"18.85";"7"
"35.3";"18.55";"7"
"35.4";"19.35";"7"
"34.55";"19.75";"7"
"35.05";"20.0";"7"
"35.95";"19.85";"7"
"36.35";"20.6";"7"
"35.5";"20.55";"7"
"34.45";"20.65";"7"
"34.4";"21.25";"7"
"35.0";"21.05";"7"
"35.75";"21.3";"7"
"35.05";"21.5";"7"
"34.6";"22.05";"7"
"34.2";"21.75";"7"
"36.25";"21.95";"7"
"35.7";"22.3";"7"
"35.5";"22.9";"7"
"35.85";"23.25";"7"
"36.3";"23.8";"7"
"35.45";"24.1";"7"
"34.9";"23.5";"7"
"34.2";"22.9";"7"
"33.85";"23.3";"7"
"33.25";"23.35";"7"
"32.45";"23.7";"7"
"33.6";"23.9";"7"
"34.25";"23.95";"7"
"34.25";"24.1";"7"
"35.4";"24.7";"7"
"35.15";"25.3";"7"
"34.4";"24.9";"7"
"33.7";"24.85";"7"
"32.25";"24.45";"7"
"32.5";"24.7";"7"
"31.45";"24.45";"7"
"31.55";"25.2";"7"
"31.05";"25.0";"7"
"30.25";"24.3";"7"
"29.8";"24.8";"7"
"29.6";"25.5";"7"
"29.7";"26.05";"7"
"30.5";"25.5";"7"
"30.65";"26.0";"7"
"31.25";"26.05";"7"
"31.45";"26.95";"7"
"30.75";"26.9";"7"
"30.65";"27.15";"7"
"31.25";"27.85";"7"
"31.85";"27.75";"7"
"32.7";"28.2";"7"
"33.25";"27.55";"7"
"32.4";"27.1";"7"
"32.15";"26.65";"7"
"32.35";"25.95";"7"
"32.95";"25.5";"7"
"33.85";"26.05";"7"
"33.05";"26.5";"7"
"33.65";"27.0";"7"
"34.1";"27.35";"7"
"34.2";"27.95";"7"
"34.65";"26.85";"7"
"35.25";"26.0";"7"
"35.7";"26.15";"7"
"34.4";"25.6";"7"
"21.3";"20.8";"2"
"20.15";"20.9";"2"
"19.2";"21.35";"2"
"19.1";"21.85";"2"
"18.45";"22.8";"2"
"18.75";"22.95";"2"
"19.4";"23.0";"2"
"19.55";"22.25";"2"
"19.8";"21.85";"2"
"20.5";"21.85";"2"
"21.45";"21.45";"2"
"21.7";"21.9";"2"
"21.4";"22.3";"2"
"21.0";"22.6";"2"
"21.15";"22.95";"2"
"20.5";"22.85";"2"
"19.75";"23.65";"2"
"19.2";"23.7";"2"
"18.45";"24.35";"2"
"20.65";"23.85";"2"
"20.65";"24.3";"2"
"19.7";"24.6";"2"
"20.15";"25.05";"2"
"22.15";"25.1";"2"
"21.6";"24.65";"2"
"21.7";"23.8";"2"
"21.9";"23.65";"2"
"22.55";"23.5";"2"
"22.55";"24.3";"2"
"23.3";"24.45";"2"
"24.25";"24.35";"2"
"23.8";"25.25";"2"
"23.4";"23.8";"2"
"22.9";"23.2";"2"
"22.3";"22.8";"2"
"22.2";"22.4";"2"
"23.1";"21.7";"2"
"22.85";"21.9";"2"
"22.65";"21.1";"2"
"23.15";"22.6";"2"
"24.1";"21.9";"7"
"24.7";"22.2";"7"
"24.3";"22.6";"7"
"24.15";"23.3";"2"
"23.9";"23.45";"2"
"5.2";"2.15";"5"
"6.35";"1.95";"5"
"6.75";"2.3";"5"
"5.9";"2.4";"5"
"5.4";"2.7";"5"
"4.85";"2.9";"5"
"4.85";"3.35";"5"
"5.15";"3.45";"5"
"5.7";"3.45";"5"
"6.2";"3.0";"5"
"6.2";"3.2";"5"
"7.65";"2.15";"5"
"7.2";"2.75";"5"
"6.75";"3.2";"5"
"6.75";"3.55";"5"
"6.65";"3.8";"5"
"5.8";"4.0";"5"
"4.95";"4.05";"5"
"5.1";"4.35";"5"
"5.7";"4.45";"5"
"5.45";"4.85";"5"
"6.7";"4.8";"5"
"6.55";"5.05";"5"
"7.2";"4.9";"5"
"6.2";"4.25";"5"
"7.1";"4.3";"5"
"7.85";"4.5";"5"
"7.6";"4.15";"5"
"7.25";"3.55";"5"
"7.8";"3.35";"5"
"8.05";"2.75";"5"
"8.5";"3.25";"5"
"8.1";"3.55";"5"
"8.15";"4.0";"5"
